bcg_coverage	ba_coverage	ba31_hits	ba31_coverage	bcerg31_coverage	model_fit	model_99pi	ba_detectable	grey_zone	kraken
5	0.16	20989.45	0.092075	3.151725	541.600343866113	872.965109800303	TRUE	TRUE	24603
5	0.17	21857.8	0.095885	3.161025	543.198479235777	874.56324556936	TRUE	TRUE	25500
5	0.18	23038.55	0.10125	3.13574	538.853441297932	870.218206548387	TRUE	FALSE	26995
5	0.19	24453.85	0.10737	3.17544	545.675589058757	877.040356013726	TRUE	FALSE	28430
5	0.2	25501.45	0.112715	3.15533	542.219836124999	873.584602213868	TRUE	FALSE	29602
75	0	7322.45	0.03231	45.75312	7862.33111231073	8193.71005138171	FALSE	TRUE	24235
75	0.0001	7335.3	0.03236	45.753155	7862.33712679868	8193.71606589145	FALSE	TRUE	24246
75	0.0002	7364.45	0.032475	45.689395	7851.38044817827	8182.75934760876	FALSE	TRUE	24253
75	0.0003	7369	0.032495	45.68942	7851.38474424109	8182.76364368713	FALSE	TRUE	24259
75	0.0004	7279.35	0.03205	45.624805	7840.28114027219	8171.65999958049	FALSE	TRUE	23989
75	0.0005	7493	0.033165	45.57229	7831.25683070897	8162.63565743769	FALSE	TRUE	24388
75	0.0006	7503.75	0.03321	45.572385	7831.27315574769	8162.65198253531	FALSE	TRUE	24399
75	0.0007	7442.1	0.032805	45.55728	7828.67747459083	8160.05629201445	FALSE	TRUE	24138
75	0.0008	7491.35	0.03297	45.671375	7848.28384609641	8179.66273432748	FALSE	TRUE	24192
75	0.0009	7743.9	0.03422	45.69014	7851.50847085036	8182.88737074396	FALSE	TRUE	24670
75	0.001	7556.85	0.033265	45.582035	7832.93143599686	8164.31026876841	FALSE	TRUE	24484
75	0.002	7793.8	0.03437	45.668935	7847.86455036501	8179.24343707996	FALSE	TRUE	24437
75	0.003	7830.7	0.03452	45.752615	7862.24433184173	8193.62327059836	FALSE	TRUE	24327
75	0.004	7942.2	0.035055	45.67127	7848.26580263256	8179.64469079838	FALSE	TRUE	24583
75	0.005	8029.5	0.0353	45.740425	7860.14957160988	8191.52850277946	FALSE	TRUE	25149
75	0.006	8351.3	0.03669	45.69856	7852.9553848087	8184.33428993693	TRUE	TRUE	24961
75	0.007	8315.45	0.036675	45.578425	7832.31108452541	8163.68991505826	TRUE	TRUE	25363
75	0.008	8332.4	0.03649	45.65623	7845.68129123904	8177.06017006091	TRUE	TRUE	25087
75	0.009	8504.65	0.037315	45.616135	7838.79126568563	8170.17011961259	TRUE	TRUE	25688
75	0.01	8648.5	0.03796	45.660835	7846.47262601079	8177.8515076933	TRUE	TRUE	25461
75	0.02	9917.95	0.04343	45.615685	7838.71393655484	8170.09279020252	TRUE	TRUE	26977
75	0.03	11338.3	0.04966	45.68646	7850.87609040301	8182.2549880091	TRUE	TRUE	28410
75	0.04	12357.8	0.05422	45.770485	7865.31515754667	8196.69410742922	TRUE	TRUE	29729
75	0.05	13895.6	0.060895	45.68087	7849.91549075608	8181.29438488774	TRUE	TRUE	31109
75	0.06	14971.6	0.065635	45.608735	7837.51963109041	8168.89848042512	TRUE	TRUE	32589
75	0.07	16370.05	0.071995	45.82491	7874.66768630946	8206.04667010399	TRUE	TRUE	34085
75	0.08	17312.4	0.076295	45.784745	7867.76563178015	8199.14459054415	TRUE	TRUE	35566
75	0.09	18663.7	0.08258	45.76266	7863.97048988348	8195.34943489363	TRUE	TRUE	36364
75	0.1	20048.3	0.08834	45.88378	7884.78405504195	8216.16307556347	TRUE	TRUE	38156
75	0.11	21314.5	0.0945	45.729565	7858.28336192014	8189.66228633217	TRUE	TRUE	39399
75	0.12	22280.5	0.098735	45.65667	7845.7569019447	8177.13578103989	TRUE	TRUE	40804
75	0.13	23783.3	0.105435	45.72883	7858.15705767319	8189.53598162793	TRUE	FALSE	42432
75	0.14	24708.8	0.110455	45.740585	7860.17706641194	8191.55599768109	TRUE	FALSE	42912
75	0.15	25993.4	0.116275	45.68177	7850.07014901766	8181.44904370868	TRUE	FALSE	44422
75	0.16	27154.2	0.121775	45.771865	7865.55230021442	8196.93125095635	TRUE	FALSE	45745
75	0.17	28264.7	0.127095	45.743565	7860.68915710028	8192.068090224	TRUE	FALSE	47200
75	0.18	29688.1	0.13354	45.80477	7871.20677810032	8202.585749341	TRUE	FALSE	48287
75	0.19	30661.35	0.138285	45.77782	7866.57562237855	8197.95457682916	TRUE	FALSE	49764
75	0.2	31971.3	0.144495	45.85948	7880.60828197928	8211.98728733514	TRUE	FALSE	51132
