run	bcerg31_coverage	ba31_hits	lef31_hit	model_fit	model_99pi	exceeds_99pi	gray_zone
P00323	0.672787979967	62	0	115.613577104321	446.978278541255	FALSE	FALSE
P00324	0.264362172248	116	0	45.4286599861058	376.793358819154	FALSE	FALSE
P00325	0.0492978493568	13	0	8.47146631241708	339.836164686555	FALSE	TRUE
P00326	0.657664735343	54	0	113.014760745428	444.379462045481	FALSE	FALSE
P00327	0.0778748895218	61	0	13.3822167046752	344.746915103537	FALSE	TRUE
P00328	0.000785623097319	1	0	0.135003447209744	331.499701804819	FALSE	TRUE
P00329	0.0922125110478	39	0	15.8460296162407	347.210728031693	FALSE	TRUE
P00330	5.98330550918	354	0	1028.18625394915	1359.55119585323	FALSE	FALSE
P00331	0.00422272414809	0	0	0.72564352875244	332.090341886479	FALSE	TRUE
P00332	0.0323087498772	9	0	5.55201676649319	336.9167151312	FALSE	TRUE
P00333	0.0232740842581	2	0	3.9994771235929	335.364175484883	FALSE	TRUE
P00334	0.00707060787587	1	0	1.21503102488753	332.579729382833	FALSE	TRUE
P00335	0.172542472749	66	0	29.6501320934941	361.01483065363	FALSE	FALSE
P00336	0.44161838358	439	0	75.8888127627014	407.253512447071	TRUE	FALSE
P00337	0.0203279976431	3	0	3.49321419654713	334.857912556964	FALSE	TRUE
P00338	0.346852597466	85	0	59.6040219430439	390.968721119094	FALSE	FALSE
P00339	0.103604045959	16	0	17.8035796007948	349.168278031422	FALSE	FALSE
P00340	0.00471373858391	10	0	0.810020683257778	332.174719041014	FALSE	TRUE
P00341	0.0192477658843	3	0	3.30758445663607	334.672282816762	FALSE	TRUE
P00342	0.322105469901	76	0	55.3514133560312	386.71611241946	FALSE	FALSE
P00343	0.224884611608	20	0	38.6447367638643	370.009435465518	FALSE	FALSE
P00344	2.12825297064	847	0	365.724338491683	697.08906766315	TRUE	FALSE
P00345	0.14789354807	120	0	25.4143989371825	356.779097443586	FALSE	FALSE
P00347	9.120102131	588	0	1567.22126779578	1898.58653199995	FALSE	FALSE
P00348	1.60777766866	3380	0	276.284554714169	607.649270657148	TRUE	FALSE
P00349	2.94284591967	85	0	505.706037816834	837.070795090629	FALSE	FALSE
P00350	6.22508101738	787	0	1069.73356482797	1401.09852681233	FALSE	FALSE
P00351	0.139546302661	67	0	23.9799873105814	355.344685800662	FALSE	FALSE
P00352	0.0920161052735	93	0	15.8122787544434	347.176977169649	FALSE	TRUE
P00353	0.33634488854	0	0	57.7983508367238	389.163049963937	FALSE	FALSE
P00354	0	0	0	0	331.364698357605	FALSE	TRUE
P00355	0.140331925759	140	0	24.1149907579082	355.479689249485	FALSE	FALSE
P00356	0.298634979868	42	0	51.3181853705379	382.682884334853	FALSE	FALSE
P00357	0.0000982028871649	6	0	0.0168754309012223	331.381573788507	FALSE	TRUE
P00358	0.0280860257292	111	0	4.82637323775622	336.191071600728	FALSE	TRUE
P00359	0.0290680546008	10	0	4.99512754676002	336.359825910113	FALSE	TRUE
P00360	0.0195423745458	0	0	3.35821074934065	334.722909109544	FALSE	TRUE
P00361	0.120102131003	3	0	20.6386519922512	352.003350447986	FALSE	FALSE
P00362	0.279780025533	16	0	48.0781026376168	379.442801527738	FALSE	FALSE
P00363	0.143965432584	43	0	24.739381701236	356.10408019984	FALSE	FALSE
P00365	0.0872041638024	8	0	14.9853826402801	346.350081049619	FALSE	TRUE
P00366	0.779829126976	250	0	134.007796786526	465.372499281255	FALSE	FALSE
P00367	0.0566630658941	89	0	9.73712362999716	341.101822009445	FALSE	TRUE
P00368	0.0138466070902	4	0	2.3794357570636	333.744134115973	FALSE	TRUE
P00369	0.569969557105	1951	0	97.9450009506807	429.30970151834	TRUE	FALSE
P00370	0.0134537955416	3	0	2.31193403346895	333.676632392306	FALSE	TRUE
P00371	0.071491701856	150	0	12.2853136960817	343.650012088457	FALSE	TRUE
P00372	0.00618678189139	5	0	1.06315214677723	332.427850504643	FALSE	TRUE
P00373	0.0165962879309	5	0	2.85194782231206	334.216646181791	FALSE	TRUE
P00374	0.0195423745458	5	0	3.35821074934065	334.722909109544	FALSE	TRUE
P00375	0.00216046351763	0	0	0.371259479827269	331.735957837464	FALSE	TRUE
P00376	0.00874005695767	4	0	1.50191335020774	332.866611708333	FALSE	TRUE
P00377	0.0551900225867	0	0	9.48399216649145	340.848690544818	FALSE	TRUE
P00378	0.099479524698	29	0	17.0948115029307	348.459509927859	FALSE	TRUE
P00379	0.426986153393	49	0	73.3743735585172	404.739073156424	FALSE	FALSE
P00380	0.0578415005401	276	0	9.93962880081546	341.304327181181	FALSE	TRUE
P00381	0.0819994107827	0	0	14.0909848025221	345.45568320587	FALSE	TRUE
P00382	0.0717863105175	127	0	12.3359399887863	343.700638381449	FALSE	TRUE
P00383	0.0371206913483	22	0	6.37891288065651	337.743611247636	FALSE	TRUE
P00384	0.29824216832	111	0	51.2506836470464	382.615382609766	FALSE	FALSE
P00385	0.00019640577433	3	0	0.033750861802479	331.398449219408	FALSE	TRUE
P00386	0.0981046842777	46	0	16.8585554703151	348.223253893396	FALSE	TRUE
